거래금액,전용면적,년,면적당금
"15,900",13.57,201901,1171.7
"63,000",113.67,201901,554.24
"60,300",84.87,201901,710.5
"24,000",51.47,201901,466.29
"45,000",68.76,201901,654.45
"53,000",59.99,201901,883.48
"24,000",51.47,201901,466.29
"38,900",55.89,201901,696.01
"44,800",59.79,201901,749.29
"69,000",132.96,201901,518.95
"42,000",59.4,201901,707.07
"53,500",59.99,201901,891.82
"70,000",84.757,201901,825.89
"59,500",84.87,201901,701.07
"63,000",114.86,201901,548.49
"59,500",84.71,201901,702.4
"88,000",84.95,201901,1035.9
"60,000",84.8681,201901,706.98
"14,000",42.61,201901,328.56
"14,900",44.96,201901,331.41
"15,000",43.17,201901,347.46
"75,000",59.19,201901,1267.11
"52,000",84.97,201901,611.98
"40,000",84.09,201901,475.68
"51,000",84.09,201901,606.49
"48,250",84.99,201901,567.71
"49,800",84.99,201901,585.95
"63,300",84.56,201901,748.58
"56,000",84.535,201901,662.45
"22,900",52.89,201901,432.97
"26,900",43.11,201901,623.99
"48,000",59.37,201901,808.49
"39,000",59.9,201901,651.09
"32,000",60,201901,533.33
"63,500",84.92,201901,747.76
"43,000",114.83,201901,374.47
"50,000",114.63,201901,436.19
"48,000",59.98,201901,800.27
"37,500",59.9,201901,626.04
"36,500",59.42,201901,614.27
"44,500",84.92,201901,524.02
"24,000",59.76,201901,401.61
"43,950",59.98,201901,732.74
"53,000",114.63,201901,462.36
"50,000",117.02,201901,427.28
"44,000",59.8188,201901,735.55
"29,900",45.77,201901,653.27
"58,500",84.65,201901,691.08
"31,750",59.94,201901,529.7
"43,500",114.89,201901,378.62
"32,000",83.25,201901,384.38
"66,500",84.64,201901,785.68
"49,000",84.13,201901,582.43
"62,000",59.97,201901,1033.85
"59,500",84.844,201901,701.29
"70,000",59.96,201901,1167.44
"66,000",84.64,201901,779.77
"70,000",59.99,201901,1166.86
"44,500",59.86,201901,743.4
"24,500",87.75,201901,279.2
"65,000",59.97,201901,1083.88
"52,500",84.72,201901,619.69
"67,000",59.98,201901,1117.04
"46,000",59.86,201901,768.46
"53,000",84.72,201901,625.59
"50,200",59.99,201901,836.81
"60,000",84.98,201901,706.05
"58,000",59.675,201901,971.93
"79,500",114.98,201901,691.42
"29,900",59.17,201901,505.32
"34,500",59.67,201901,578.18
"74,000",114.698,201901,645.17
"58,000",84.73,201901,684.53
"110,000",188.22,201901,584.42
"62,700",59.98,201901,1045.35
"72,700",84.88,201901,856.5
"63,500",114.678,201901,553.72
"65,000",114.752,201901,566.44
"63,000",84.73,201901,743.54
"54,000",59.855,201901,902.18
"59,000",84.766,201901,696.03
"59,500",84.766,201901,701.93
"63,900",114.752,201901,556.85
"68,300",114.752,201901,595.2
"62,500",84.843,201901,736.65
"43,000",59.88,201901,718.1
"54,500",59.754,201901,912.07
"46,700",59.855,201901,780.22
"43,700",59.95,201901,728.94
"39,000",80.32,201901,485.56
"72,000",84.87,201901,848.36
"65,000",84.843,201901,766.12
"23,400",52.56,201901,445.21
"37,682",84.85,201901,444.1
"63,500",84.84,201901,748.47
"15,500",37.36,201902,414.88
"68,000",132.96,201902,511.43
"58,500",114.93,201902,509.01
"39,100",56.7,201902,689.59
"57,000",84.87,201902,671.62
"53,000",84.59,201902,626.55
"43,000",91.14,201902,471.8
"42,380",68.13,201902,622.05
"57,000",84.87,201902,671.62
"60,000",132.96,201902,451.26
"20,500",14.02,201902,1462.2
"36,000",68.03,201902,529.18
"16,000",42.61,201902,375.5
"73,000",200.53,201902,364.04
"20,800",61.02,201902,340.87
"75,500",59.81,201902,1262.33
"31,900",59.94,201902,532.2
"47,000",84.99,201902,553.01
"32,000",46.65,201902,685.96
"38,600",84.92,201902,454.55
"35,000",59.42,201902,589.03
"51,000",59.98,201902,850.28
"47,500",84.94,201902,559.22
"60,500",84.4,201902,716.82
"38,000",59.4,201902,639.73
"38,000",59.42,201902,639.52
"53,000",84.98,201902,623.68
"36,500",84.96,201902,429.61
"44,000",84.96,201902,517.89
"38,500",59.59,201902,646.08
"34,700",59.94,201902,578.91
"53,700",114.97,201902,467.08
"39,800",59.59,201902,667.9
"35,400",50.45,201902,701.68
"46,000",114.6,201902,401.4
"24,900",52.89,201902,470.79
"37,000",59.9,201902,617.7
"55,000",114.63,201902,479.8
"56,000",84.65,201902,661.55
"43,000",82.37,201902,522.03
"50,000",85,201902,588.24
"50,000",84.13,201902,594.32
"47,000",59.77,201902,786.35
"54,000",84.049,201902,642.48
"60,000",84.844,201902,707.18
"72,500",114.912,201902,630.92
"52,500",59.97,201902,875.44
"72,500",84.94,201902,853.54
"67,000",84.99,201902,788.33
"60,000",84.98,201902,706.05
"70,500",114.98,201902,613.15
"60,000",59.97,201902,1000.5
"69,000",84.99,201902,811.86
"50,700",59.99,201902,845.14
"59,000",59.97,201902,983.83
"53,000",59.97,201902,883.78
"56,000",84.766,201902,660.64
"50,000",59.754,201902,836.76
"50,000",59.754,201902,836.76
"62,750",84.589,201902,741.82
