거래금액,전용면적,년,면적당금
"41,500",84.9134,201801,488.73
"31,500",59.67,201801,527.9
"53,700",84.97,201801,631.99
"43,500",84.9134,201801,512.29
"38,500",84.552,201801,455.34
"40,000",84.76,201801,471.92
"41,000",84.705,201801,484.03
"39,300",84.86,201801,463.12
"37,000",59.98,201801,616.87
"41,000",84.92,201801,482.81
"51,000",84.99,201801,600.07
"48,700",84.99,201801,573.01
"46,900",59.96,201801,782.19
"37,250",59.758,201801,623.35
"41,200",84.86,201801,485.51
"44,350",114.68,201801,386.73
"52,000",59.818,201801,869.3
"41,800",59.33,201801,704.53
"42,200",84.552,201801,499.1
"35,500",59.98,201801,591.86
"37,000",84.97,201801,435.45
"59,300",74.628,201801,794.61
"67,200",113.89,201801,590.04
"54,800",84.92,201801,645.31
"46,400",114.68,201801,404.6
"49,400",84.97,201801,581.38
"53,000",84.93,201801,624.04
"53,000",84.89,201801,624.34
"54,900",84.93,201801,646.41
"40,800",84.76,201801,481.36
"45,000",59.38,201801,757.83
"49,000",84.97,201801,576.67
"45,000",59.6,201801,755.03
"45,850",114.85,201801,399.22
"37,000",59.98,201801,616.87
"54,000",59.762,201801,903.58
"58,500",84.29,201801,694.03
"45,300",59.6,201801,760.07
"53,000",84.93,201801,624.04
"46,000",59.96,201801,767.18
"36,000",59.98,201801,600.2
"37,500",59.98,201801,625.21
"41,500",59.6,201801,696.31
"34,800",84.552,201801,411.58
"44,000",114.68,201801,383.68
"43,000",84.76,201801,507.31
"38,000",59.98,201801,633.54
"51,000",84.18,201801,605.84
"60,000",84.98,201801,706.05
"53,900",59.818,201801,901.07
"40,300",84.86,201801,474.9
"47,700",84.99,201801,561.24
"60,000",114.98,201801,521.83
"34,400",83.72,201801,410.89
"39,600",84.705,201801,467.5
"31,000",59.67,201801,519.52
"27,100",59.4,201801,456.23
"32,000",84.9,201801,376.91
"57,900",74.628,201801,775.85
"46,100",59.38,201801,776.36
"44,500",59.6,201801,746.64
"44,500",84.9898,201801,523.59
"40,700",59.96,201801,678.79
"42,750",84.92,201801,503.41
"54,000",84.95,201801,635.67
"33,000",68.675,201801,480.52
"43,800",84.873,201801,516.07
"43,000",84.76,201801,507.31
"39,000",59.98,201801,650.22
"45,000",84.71,201801,531.22
"38,600",84.89,201801,454.71
"15,000",18.6479,201801,804.38
"47,500",84.99,201801,558.89
"50,500",84.97,201801,594.33
"54,500",114.29,201801,476.86
"48,900",84.58,201801,578.15
"27,300",59.4,201801,459.6
"52,900",84.97,201801,622.57
"43,250",84.873,201801,509.58
"41,700",84.705,201801,492.3
"40,500",84.552,201801,479
"31,000",59.67,201801,519.52
"40,900",84.89,201801,481.8
"46,800",114.85,201801,407.49
"46,200",114.88,201801,402.16
"15,000",18.6479,201801,804.38
"43,800",59.54,201801,735.64
"45,000",84.92,201801,529.91
"15,000",18.6479,201801,804.38
"48,200",84.99,201801,567.13
"26,500",84.94,201801,311.98
"40,000",84.71,201801,472.2
"41,000",84.76,201801,483.72
"15,000",18.6479,201801,804.38
"48,500",84.97,201801,570.79
"51,900",84.97,201801,610.8
"45,000",59.6,201801,755.03
"45,000",59.6,201801,755.03
"56,700",114.29,201801,496.11
"54,300",84.89,201801,639.65
"41,100",84.705,201801,485.21
"42,000",84.705,201801,495.84
"32,000",59.67,201801,536.28
"30,000",59.67,201801,502.77
"28,000",59.67,201801,469.25
"35,000",59.98,201801,583.53
"36,700",59.98,201801,611.87
"38,300",59.98,201801,638.55
"60,600",114.88,201801,527.51
"52,800",84.97,201801,621.4
"44,000",84.873,201801,518.42
"41,500",84.873,201801,488.97
"30,600",59.67,201801,512.82
"39,850",84.89,201801,469.43
"36,900",84.89,201801,434.68
"50,000",84.97,201801,588.44
"61,500",84.867,201801,724.66
"43,400",59.33,201801,731.5
"52,750",84.93,201801,621.1
"42,800",84.76,201801,504.96
"42,000",59.33,201801,707.9
"41,850",84.705,201801,494.07
"36,900",84.552,201801,436.42
"26,600",49.94,201801,532.64
"38,000",81.12,201801,468.44
"34,000",84.67,201801,401.56
