거래금액,전용면적,년,면적당금
"48,000",114.66,201701,418.63
"54,700",152.25,201701,359.28
"35,300",68.13,201701,518.13
"47,800",84.97,201701,562.55
"58,000",84.88,201701,683.32
"63,000",132.43,201701,475.72
"32,700",68.13,201701,479.96
"38,700",84.92,201701,455.72
"42,000",59.99,201701,700.12
"42,000",59.99,201701,700.12
"54,000",132.96,201701,406.14
"43,000",84.87,201701,506.66
"53,500",84.97,201701,629.63
"41,000",59.99,201701,683.45
"43,500",84.87,201701,512.55
"54,900",152.25,201701,360.59
"25,000",66.02,201701,378.67
"46,400",132.96,201701,348.98
"39,500",84.87,201701,465.42
"43,000",80.54,201701,533.9
"43,000",84.817,201701,506.97
"61,500",143.51,201701,428.54
"33,000",56.7,201701,582.01
"36,000",84.8,201701,424.53
"56,800",84.94,201701,668.71
"48,400",113.67,201701,425.79
"64,000",132.96,201701,481.35
"56,750",84.9594,201701,667.97
"30,750",59.58,201701,516.11
"48,000",84.87,201701,565.57
"45,400",84.87,201701,534.94
"35,300",68.13,201701,518.13
"46,000",132.96,201701,345.97
"30,000",58.59,201701,512.03
"20,000",14.02,201701,1426.53
"55,300",114.97,201701,481
"45,000",84.83,201701,530.47
"43,000",84.71,201701,507.61
"48,000",84.71,201701,566.64
"48,000",159.54,201701,300.86
"37,700",59.6983,201701,631.51
"37,000",98.68,201701,374.95
"18,000",81.99,201701,219.54
"37,000",84.9,201701,435.81
"33,500",60,201701,558.33
"44,000",114.63,201701,383.84
"29,500",59.88,201701,492.65
"27,000",59.88,201701,450.9
"38,600",84.95,201701,454.38
"51,600",114.93,201701,448.97
"29,500",78.18,201701,377.33
"43,500",84.65,201701,513.88
"29,900",59.88,201701,499.33
"37,000",114.03,201701,324.48
"38,600",84.99,201701,454.17
"38,000",114.63,201701,331.5
"41,000",114.75,201701,357.3
"36,600",84.83,201701,431.45
"44,300",114.75,201701,386.06
"46,000",84.97,201701,541.37
"38,500",84.19,201701,457.3
"55,500",114.93,201701,482.9
"33,500",59.59,201701,562.17
"49,200",114.93,201701,428.09
"37,750",84.99,201701,444.17
"41,800",84.6824,201701,493.61
"37,850",59.98,201701,631.04
"44,000",84.97,201701,517.83
"53,000",114.56,201701,462.64
"44,700",84.844,201701,526.85
"44,500",59.75,201701,744.77
"58,000",84.049,201701,690.07
"46,000",84.97,201701,541.37
"48,200",59.92,201701,804.41
"61,500",84.049,201701,731.72
"60,000",114.93,201701,522.06
"63,000",114.93,201701,548.16
"39,000",84.13,201701,463.57
"55,000",114.73,201701,479.39
"58,000",143.43,201701,404.38
"42,900",84.844,201701,505.63
"46,700",59.98,201701,778.59
"59,000",84.049,201701,701.97
"37,700",59.998,201701,628.35
"30,500",59.94,201701,508.84
"50,900",84.64,201701,601.37
"49,300",114.912,201701,429.02
"41,000",59.86,201701,684.93
