거래금액,전용면적,년,면적 당 금액
"58,800",59.77,202109,983.77
"72,000",84.86,202109,848.46
"77,500",84.88,202109,913.05
"54,600",71.3,202109,765.78
"17,300",58.51,202109,295.68
"41,500",56.01,202109,740.94
"36,000",87.78,202109,410.12
"75,500",159.28,202109,474.01
"41,300",50.26,202109,821.73
"50,000",84.9,202109,588.93
"65,000",84.99,202109,764.8
"26,500",63.45,202109,417.65
"66,300",84.83,202109,781.56
"85,750",122.58,202109,699.54
"15,000",66.73,202109,224.79
"77,500",59.98,202110,1292.1
"89,900",114.85,202110,782.76
"88,000",84.58,202110,1040.44
"96,000",114.922,202110,835.35
"79,000",59.758,202110,1322
"73,000",59.98,202110,1217.07
"90,000",84.705,202110,1062.51
"54,700",59.82,202110,914.41
"77,500",84.93,202110,912.52
"29,000",79.75,202110,363.64
"41,500",50.26,202110,825.71
,,,941.5681121
