거래금액,전용면적,년,면적당금
"26,400",30.03,201701,879.12
"43,000",66.41,201701,647.49
"150,000",114.019,201701,1315.57
"89,500",59.606,201701,1501.53
"26,500",39.2,201701,676.02
"79,500",84.96,201701,935.73
"131,000",120.37,201701,1088.31
"88,000",59.4,201701,1481.48
"80,000",84.95,201701,941.73
"57,800",59.505,201701,971.35
"64,000",116.82,201701,547.85
"87,500",59.8848,201701,1461.14
"97,500",133.77,201701,728.86
"83,000",59.8848,201701,1385.99
"56,300",59.96,201701,938.96
"26,750",42.52,201701,629.12
"85,000",59.65,201701,1424.98
"27,500",39.89,201701,689.4
"126,500",84.93,201701,1489.46
"115,000",80.87,201701,1422.04
"90,000",59.78,201701,1505.52
"165,000",142.06,201701,1161.48
"144,500",129.8,201701,1113.25
"46,000",28.246,201701,1628.55
"31,000",39.89,201701,777.14
"86,000",59.65,201701,1441.74
"39,000",42.41,201701,919.59
"28,000",30.03,201701,932.4
"59,000",59.505,201701,991.51
"86,000",59.4,201701,1447.81
"87,800",59.53,201701,1474.89
"114,000",84.81,201701,1344.18
"85,000",40.53,201701,2097.21
"89,500",60.13,201701,1488.44
"97,500",41.98,201701,2322.53
"124,000",83.21,201701,1490.21
"117,000",83.21,201701,1406.08
"97,000",41.98,201701,2310.62
"115,000",50.64,201701,2270.93
"123,000",56.57,201701,2174.3
"81,000",40.53,201701,1998.52
"34,000",59.96,201701,567.04
"75,000",138.45,201701,541.71
"99,500",50.39,201701,1974.6
"98,000",42.55,201701,2303.17
"106,800",74.25,201701,1438.38
"90,000",84.9,201701,1060.07
"45,000",84.69,201701,531.35
"62,000",39.53,201701,1568.43
"116,500",83.17,201701,1400.75
"96,000",41.98,201701,2286.8
"115,000",50.38,201701,2282.65
"100,000",42.55,201701,2350.18
"99,200",42.55,201701,2331.37
"83,000",40.42,201701,2053.44
"130,000",58.08,201701,2238.29
"87,000",41.99,201701,2071.92
"89,500",41.99,201701,2131.46
"123,000",49.56,201701,2481.84
"59,200",39.53,201701,1497.6
"99,800",42.55,201701,2345.48
"135,000",56.57,201701,2386.42
"155,000",61.57,201701,2517.46
"81,000",35.87,201701,2258.15
"88,500",42.55,201701,2079.91
"88,000",41.99,201701,2095.74
"100,000",42.55,201701,2350.18
"85,000",42.55,201701,1997.65
"97,000",162.94,201701,595.31
"151,000",61.57,201701,2452.49
"370,000",243.49,201701,1519.57
"112,000",84.37,201701,1327.49
"102,000",84.96,201701,1200.56
"140,000",136.26,201701,1027.45
"108,000",50.316,201701,2146.43
"55,000",49.1764,201701,1118.42
"98,000",107.71,201701,909.85
"110,000",109.53,201701,1004.29
"266,500",171.1005,201701,1557.56
"140,000",152.85,201701,915.93
"140,000",109.49,201701,1278.66
"525,000",244.32,201701,2148.82
"345,000",166.01,201701,2078.19
"190,000",244.865,201701,775.94
"135,000",105.5,201701,1279.62
"140,000",84.236,201701,1662
"135,500",84.236,201701,1608.58
"137,000",84.236,201701,1626.38
"365,000",195.388,201701,1868.08
"140,000",84.236,201701,1662
"118,000",84.55,201701,1395.62
"120,000",84.55,201701,1419.28
"93,000",85,201701,1094.12
"158,000",121.931,201701,1295.81
"139,300",105.5,201701,1320.38
"90,000",134.4,201701,669.64
"123,000",93.78,201701,1311.58
"134,800",84.236,201701,1600.27
"88,700",84.9,201701,1044.76
"189,500",147.74,201701,1282.66
"34,500",31.51,201701,1094.89
"149,000",84.97,201701,1753.56
"109,700",76.79,201701,1428.57
"127,000",84.93,201701,1495.35
"150,000",84.55,201701,1774.1
"257,000",161.47,201701,1591.63
"110,000",76.79,201701,1432.48
"121,500",84.43,201701,1439.06
"70,000",116.21,201701,602.36
"79,500",84.85,201701,936.95
"220,000",145.83,201701,1508.61
"110,000",76.79,201701,1432.48
"165,000",84.97,201701,1941.86
"110,800",76.79,201701,1442.9
"106,000",59.96,201701,1767.85
"125,000",84.43,201701,1480.52
"120,000",84.43,201701,1421.3
"128,000",84.43,201701,1516.05
"110,000",76.79,201701,1432.48
"126,000",84.43,201701,1492.36
"125,000",84.43,201701,1480.52
"127,000",84.43,201701,1504.2
"108,000",76.79,201701,1406.43
"22,000",25.42,201701,865.46
"125,000",84.43,201701,1480.52
"125,000",84.95,201701,1471.45
"222,000",145.83,201701,1522.32
"110,000",76.79,201701,1432.48
"130,000",110.39,201701,1177.64
"143,500",121.0894,201701,1185.07
"136,000",84.48,201701,1609.85
"146,000",115.59,201701,1263.09
"115,000",76.79,201701,1497.59
"124,500",84.43,201701,1474.59
"146,000",84.35,201701,1730.88
"158,500",139.54,201701,1135.88
"115,000",76.79,201701,1497.59
"122,800",84.43,201701,1454.46
"84,500",84.99,201701,994.23
"220,000",127.61,201701,1724
"210,000",136.68,201701,1536.44
"28,000",29.63,201701,944.99
"40,000",61.01,201701,655.63
"82,000",84.9,201701,965.84
"88,000",84.9,201701,1036.51
"40,000",78.54,201701,509.29
"93,000",84.92,201701,1095.15
"86,000",132.59,201701,648.62
"80,000",84.52,201701,946.52
"34,800",36.29,201701,958.94
"54,000",59.91,201701,901.35
"77,700",84.94,201701,914.76
"23,600",30.215,201701,781.07
"54,000",35.73,201701,1511.34
"189,900",82.23,201701,2309.38
"324,000",183.41,201701,1766.53
"320,000",196.7,201701,1626.84
"200,000",131.48,201701,1521.14
"127,000",63.87,201701,1988.41
"210,000",163.67,201701,1283.07
"250,000",160.29,201701,1559.67
"158,000",101.09,201701,1562.96
"158,000",100.5,201701,1572.14
"78,000",84.84,201701,919.38
"80,000",84.84,201701,942.95
"74,000",74.74,201701,990.1
"86,000",84.89,201701,1013.08
"85,000",84.89,201701,1001.3
"114,000",101.95,201701,1118.2
"88,000",91.96,201701,956.94
"105,000",84.95,201701,1236.02
"100,000",101.97,201701,980.68
"59,800",59.94,201701,997.66
"115,000",99.79,201701,1152.42
"59,650",59.94,201701,995.16
"109,000",84.95,201701,1283.11
"91,500",68.4,201701,1337.72
"88,250",84.93,201701,1039.09
"94,500",74.54,201701,1267.78
"90,000",68.39,201701,1315.98
"105,000",83.69,201701,1254.63
"71,000",59.81,201701,1187.09
"82,000",84.48,201701,970.64
"47,500",33.18,201701,1431.59
"89,300",84.97,201701,1050.96
"45,000",34.44,201701,1306.62
"57,000",39.51,201701,1442.67
"49,700",39.6,201701,1255.05
"85,000",52.72,201701,1612.29
"150,000",119.8906,201701,1251.14
"140,800",172.467,201701,816.39
"185,000",162.6,201701,1137.76
"90,500",59.9203,201701,1510.34
"62,000",96.57,201701,642.02
"88,000",59.9772,201701,1467.22
"132,500",84.9984,201701,1558.85
"275,000",185.622,201701,1481.51
"409,000",244.66,201701,1671.71
"116,000",112.86,201701,1027.82
"110,000",84.15,201701,1307.19
"99,500",59.9818,201701,1658.84
"85,000",59.9772,201701,1417.21
"98,000",59.9818,201701,1633.83
"84,000",59.48,201701,1412.24
"274,000",174.67,201701,1568.67
"28,700",35.48,201701,808.91
"67,500",59.82,201701,1128.39
"92,500",104.01,201701,889.34
"170,000",137.24,201701,1238.71
"43,500",43.17,201702,1007.64
"95,000",132.88,201702,714.93
"87,800",59.53,201702,1474.89
"26,200",42.52,201702,616.18
"118,350",84.93,201702,1393.5
"38,900",36.96,201702,1052.49
"28,400",43.58,201702,651.68
"55,000",84.42,201702,651.5
"62,700",59.77,201702,1049.02
"140,000",121.54,201702,1151.88
"118,000",84.97,201702,1388.73
"90,000",59.8848,201702,1502.89
"99,500",133.77,201702,743.81
"194,000",200.14,201702,969.32
"105,000",70.83,201702,1482.42
"131,500",84.6815,201702,1552.88
"24,000",31.12,201702,771.21
"121,000",84.991,201702,1423.68
"27,800",43.58,201702,637.91
"150,000",133.1686,201702,1126.39
"160,000",147.9554,201702,1081.41
"113,500",80.87,201702,1403.49
"88,300",59.91,201702,1473.88
"115,000",84.97,201702,1353.42
"118,000",84.9097,201702,1389.71
"48,000",28.246,201702,1699.36
"87,800",59.53,201702,1474.89
"79,500",84.9,201702,936.4
"105,000",84.9097,201702,1236.61
"86,500",59.4,201702,1456.23
"140,000",114.5958,201702,1221.69
"51,500",28.246,201702,1823.27
"130,000",105.89,201702,1227.69
"90,000",41.99,201702,2143.37
"75,000",40.53,201702,1850.48
"76,900",40.53,201702,1897.36
"90,000",42.55,201702,2115.16
"86,500",35.64,201702,2427.05
"100,000",42.55,201702,2350.18
"90,000",35.87,201702,2509.06
"90,000",61.19,201702,1470.83
"89,500",41.99,201702,2131.46
"72,000",51.12,201702,1408.45
"91,000",60.13,201702,1513.39
"89,700",42.55,201702,2108.11
"89,700",42.55,201702,2108.11
"84,500",53.98,201702,1565.39
"90,000",41.99,201702,2143.37
"144,000",170.32,201702,845.47
"70,500",49.86,201702,1413.96
"86,500",35.64,201702,2427.05
"127,000",49.56,201702,2562.55
"83,500",53.06,201702,1573.69
"82,000",40.53,201702,2023.19
"108,000",50.38,201702,2143.71
"115,000",50.38,201702,2282.65
"101,000",50.67,201702,1993.29
"90,000",41.99,201702,2143.37
"98,200",79.61,201702,1233.51
"77,000",40.31,201702,1910.2
"136,000",58.08,201702,2341.6
"107,500",50.64,201702,2122.83
"107,000",74.25,201702,1441.08
"103,000",50.67,201702,2032.76
"90,000",41.99,201702,2143.37
"90,000",41.99,201702,2143.37
"91,000",42.55,201702,2138.66
"104,800",41.98,201702,2496.43
"103,000",41.98,201702,2453.55
"90,000",60.13,201702,1496.76
"183,000",182.2,201702,1004.39
"141,000",56.57,201702,2492.49
"83,000",35.87,201702,2313.91
"90,000",81.42,201702,1105.38
"120,500",91.91,201702,1311.07
"103,000",51.18,201702,2012.5
"83,000",53.06,201702,1564.27
"150,000",161,201702,931.68
"117,500",83.7,201702,1403.82
"85,500",35.64,201702,2398.99
"72,000",40.31,201702,1786.16
"117,000",50.64,201702,2310.43
"105,000",41.98,201702,2501.19
"93,000",61.19,201702,1519.86
"105,000",95.4,201702,1100.63
"108,000",104.43,201702,1034.19
"99,000",50.67,201702,1953.82
"49,000",33.18,201702,1476.79
"88,000",35.44,201702,2483.07
"83,500",35.87,201702,2327.85
"97,000",42.55,201702,2279.67
"117,000",50.64,201702,2310.43
"138,500",58.08,201702,2384.64
"61,000",39.53,201702,1543.13
"104,000",50.39,201702,2063.9
"101,300",50.39,201702,2010.32
"59,000",39.53,201702,1492.54
"105,500",42.55,201702,2479.44
"138,000",58.08,201702,2376.03
"89,000",35.64,201702,2497.19
"123,000",49.56,201702,2481.84
"70,000",49.86,201702,1403.93
"90,000",35.44,201702,2539.5
"142,000",56.57,201702,2510.16
"99,000",50.67,201702,1953.82
"91,900",41.99,201702,2188.62
"92,500",42.55,201702,2173.91
"130,000",56.57,201702,2298.04
"104,500",42.55,201702,2455.93
"90,000",42.55,201702,2115.16
"88,000",79.61,201702,1105.39
"89,000",60.76,201702,1464.78
"96,000",35.64,201702,2693.6
"105,000",42.55,201702,2467.69
"104,000",41.98,201702,2477.37
"90,000",41.99,201702,2143.37
"68,500",49.86,201702,1373.85
"50,000",84.69,201702,590.39
"88,000",84.9,201702,1036.51
"101,000",50.67,201702,1993.29
"112,000",73.26,201702,1528.8
"86,000",35.87,201702,2397.55
"69,000",51.12,201702,1349.77
"140,000",56.57,201702,2474.81
"87,000",53.98,201702,1611.71
"91,800",41.99,201702,2186.23
"85,000",40.42,201702,2102.92
"105,000",84.595,201702,1241.21
"205,000",89.356,201702,2294.19
"33,000",27.0875,201702,1218.27
"110,000",114.83,201702,957.94
"120,000",49.619,201702,2418.43
"159,750",107.21,201702,1490.07
"112,000",113.21,201702,989.31
"76,000",59.95,201702,1267.72
"295,000",219.9646,201702,1341.12
"101,000",100.53,201702,1004.68
"183,000",89.115,201702,2053.53
"387,000",244.94,201702,1579.98
"155,000",109.49,201702,1415.65
"99,500",98.05,201702,1014.79
"97,000",117.19,201702,827.72
"39,100",31.0225,201702,1260.38
"278,000",273.45,201702,1016.64
"205,000",161.75,201702,1267.39
"410,000",196.42,201702,2087.36
"261,000",238.77,201702,1093.1
"159,000",217.75,201702,730.2
"225,000",159.15,201702,1413.76
"106,500",107.22,201702,993.28
"92,000",84.33,201702,1090.95
"137,300",84.236,201702,1629.94
"81,500",83.93,201702,971.05
"97,200",59.92,201702,1622.16
"85,000",84.9,201702,1001.18
"295,000",156.857,201702,1880.69
"90,000",114.18,201702,788.23
"125,000",89.09,201702,1403.08
"325,000",241.83,201702,1343.92
"70,900",59.4,201702,1193.6
"119,000",91.54,201702,1299.98
"47,000",48.81,201702,962.92
"87,200",84.9,201702,1027.09
"200,000",181.51,201702,1101.87
"103,000",104.5,201702,985.65
"135,000",84.349,201702,1600.49
"96,000",121.69,201702,788.89
"156,000",121.931,201702,1279.41
"82,500",84.84,201702,972.42
"178,000",134.81,201702,1320.38
"86,000",131.225,201702,655.36
"123,000",89.09,201702,1380.63
"86,000",40.586,201702,2118.96
"188,900",178.03,201702,1061.06
"270,000",156.857,201702,1721.31
"200,000",147.74,201702,1353.73
"345,000",200.56,201702,1720.18
"136,000",105.5,201702,1289.1
"117,900",114.837,201702,1026.67
"76,150",59.82,201702,1272.99
"118,000",157.11,201702,751.07
"137,000",84.236,201702,1626.38
"119,500",84.236,201702,1418.63
"122,000",84.69,201702,1440.55
"114,500",76.79,201702,1491.08
"110,500",76.79,201702,1438.99
"72,500",59.82,201702,1211.97
"252,000",161.47,201702,1560.66
"208,000",127.61,201702,1629.97
"203,000",161.36,201702,1258.06
"113,400",76.79,201702,1476.75
"115,000",76.79,201702,1497.59
"114,500",76.79,201702,1491.08
"115,000",76.79,201702,1497.59
"240,000",151.31,201702,1586.15
"250,000",161.47,201702,1548.28
"96,000",85,201702,1129.41
"129,000",84.43,201702,1527.89
"114,000",76.79,201702,1484.57
"136,000",84.48,201702,1609.85
"135,000",110.39,201702,1222.94
"115,000",76.79,201702,1497.59
"69,800",110.66,201702,630.76
"125,000",84.43,201702,1480.52
"151,000",84.35,201702,1790.16
"152,500",84.55,201702,1803.67
"287,000",189.98,201702,1510.69
"129,700",84.43,201702,1536.18
"125,000",84.43,201702,1480.52
"130,000",84.43,201702,1539.74
"135,000",110.39,201702,1222.94
"177,000",128.01,201702,1382.7
"84,900",59.88,201702,1417.84
"87,000",84.91,201702,1024.61
"180,000",94.49,201702,1904.96
"125,000",84.43,201702,1480.52
"20,000",25.513,201702,783.91
"28,000",34.2,201702,818.71
"129,800",84.43,201702,1537.37
"47,500",65.24,201702,728.08
"116,000",76.79,201702,1510.61
"116,800",76.79,201702,1521.03
"115,000",76.79,201702,1497.59
"179,800",128.01,201702,1404.58
"116,000",76.79,201702,1510.61
